Date,Open,High,Low,Close,Volume,Daily_Return,SMA_20,SMA_50,SMA_200,EMA_20,Rolling_Volatility_20,High_Low_Difference,Open_Close_Difference
2021-12-16,179.27999877929688,181.13999938964844,170.75,172.25999450683594,150185800.0,-3.9263850669816525,167.1365005493164,155.77800048828124,,167.78600202829867,2.17008927794659,10.389999389648438,7.0200042724609375
2022-01-28,165.7100067138672,170.35000610351562,162.8000030517578,170.3300018310547,179935700.0,6.977766942076213,170.00100021362306,169.58480041503907,,167.77076226888508,2.112458552901473,7.5500030517578125,-4.6199951171875
2022-04-26,162.25,162.33999633789062,156.72000122070312,156.8000030517578,95623200.0,-3.7328104425273567,169.49499969482423,166.5640005493164,,166.53178740681707,1.7650342547094229,5.6199951171875,5.4499969482421875
2022-04-28,159.25,164.52000427246094,158.92999267578125,163.63999938964844,130216800.0,4.515546870218534,167.66899948120118,166.13480072021486,,165.39799434591046,2.0318968789349716,5.5900115966796875,-4.3899993896484375
2022-04-29,161.83999633789062,166.1999969482422,157.25,157.64999389648438,131747600.0,-3.6604775821961866,166.8209991455078,165.83680053710938,,164.6600895412032,2.140130859822928,8.949996948242188,4.19000244140625
2022-05-04,159.6699981689453,166.47999572753906,159.25999450683594,166.02000427246094,108256500.0,4.10083315784322,164.60349960327147,165.49600036621095,,163.82090048260574,2.2847382342151663,7.220001220703125,-6.350006103515625
2022-05-05,163.85000610351562,164.0800018310547,154.9499969482422,156.77000427246094,130525300.0,-5.571617733980727,163.8504997253418,165.43000030517578,,163.14938655783004,2.558125111616592,9.1300048828125,7.0800018310546875
2022-05-11,153.5,155.4499969482422,145.80999755859375,146.5,142689800.0,-5.184127106082803,160.58599929809571,164.51880004882813,,159.54074382477629,2.821261381369091,9.639999389648438,7.0
2022-05-18,146.85000610351562,147.36000061035156,139.89999389648438,140.82000732421875,109742900.0,-5.641917621968318,155.0800003051758,162.7702001953125,,153.81819763212465,3.1571568139656576,7.4600067138671875,6.029998779296875
2022-05-23,137.7899932861328,143.25999450683594,137.64999389648438,143.11000061035156,117726300.0,4.011922682885327,151.42800064086913,161.60720031738282,,150.11613860073948,3.3181874925881427,5.6100006103515625,-5.32000732421875
2022-05-27,145.38999938964844,149.67999267578125,145.25999450683594,149.63999938964844,90978500.0,4.075671623385313,148.41000061035157,160.57480072021485,,148.08852988197998,3.1893788829125436,4.4199981689453125,-4.25
2022-06-03,146.89999389648438,147.97000122070312,144.4600067138672,145.3800048828125,88570300.0,-3.8555661478719028,146.10550079345703,159.08980072021484,,148.20100286022173,2.9116013767406255,3.5099945068359375,1.519989013671875
2022-06-09,147.0800018310547,147.9499969482422,142.52999877929688,142.63999938964844,69473000.0,-3.59557115626985,144.86050186157226,156.73180053710936,,147.54492412305498,2.7056403266408147,5.4199981689453125,4.44000244140625
2022-06-10,140.27999877929688,140.75999450683594,137.05999755859375,137.1300048828125,91437900.0,-3.8628677302390724,144.5890022277832,155.9190005493164,,146.5530270525557,2.7765763765749414,3.6999969482421875,3.149993896484375
2022-06-13,132.8699951171875,135.1999969482422,131.44000244140625,131.8800048828125,122207100.0,-3.8284837840460217,143.82750244140624,155.06440063476563,,145.155596369723,2.774685054363623,3.7599945068359375,0.989990234375
2022-06-16,132.0800018310547,132.38999938964844,129.0399932861328,130.05999755859375,108123900.0,-3.9651446559871295,141.96000137329102,152.47320037841797,159.03205032348632,141.91350864224367,2.611411145520846,3.350006103515625,2.0200042724609375
2022-08-03,160.83999633789062,166.58999633789062,160.75,166.1300048828125,82507500.0,3.8247675683253046,152.88249969482422,145.66160034179688,159.22940048217774,153.9500476506669,1.751847270955895,5.839996337890625,-5.290008544921875
2022-08-26,170.57000732421875,171.0500030517578,163.55999755859375,163.6199951171875,78961000.0,-3.769925135640162,168.0425003051758,154.44160003662108,160.86600036621093,166.26937463359366,1.6702306426702374,7.4900054931640625,6.95001220703125
2022-09-12,159.58999633789062,164.25999450683594,159.3000030517578,163.42999267578125,104956000.0,3.8507960517385253,163.97250061035157,158.62580017089843,161.04555038452148,160.86540901172492,1.6604698132959121,4.959991455078125,-3.839996337890625
2022-09-13,159.89999389648438,160.5399932861328,153.3699951171875,153.83999633789062,122656600.0,-5.86795372188239,163.00500030517577,158.92400024414061,161.0050503540039,160.19632209040736,2.0662497626741287,7.1699981689453125,6.05999755859375
2022-09-29,146.10000610351562,146.72000122070312,140.67999267578125,142.47999572753906,128138200.0,-4.911906560485157,153.74299850463868,160.07719970703124,160.04230018615723,153.70549188042062,2.2994376695142114,6.040008544921875,3.6200103759765625
2022-10-07,142.5399932861328,143.10000610351562,139.4499969482422,140.08999633789062,85925600.0,-3.671867294799025,149.8719970703125,158.68799926757814,159.1368000793457,148.97607649911646,2.613117205086705,3.6500091552734375,2.4499969482421875
2022-10-28,148.1999969482422,157.5,147.82000732421875,155.74000549316406,164762400.0,7.555250145606562,144.5970001220703,151.80019958496095,156.7427001953125,147.12219133394586,2.6943028659425905,9.67999267578125,-7.540008544921875
2022-11-02,148.9499969482422,152.1699981689453,145.0,145.02999877929688,93604600.0,-3.7304980716090452,145.3004997253418,150.65419921875,156.41250007629395,147.7116663177007,2.802699024628026,7.1699981689453125,3.9199981689453125
2022-11-03,142.05999755859375,142.8000030517578,138.75,138.8800048828125,97918500.0,-4.240497792352105,144.97300033569337,150.08119934082032,156.27575012207032,146.87055570485418,2.9564997143603784,4.0500030517578125,3.17999267578125
2022-11-10,141.24000549316406,146.8699951171875,139.5,146.8699951171875,118854000.0,8.89745713238388,144.8590003967285,147.82879913330078,155.7284001159668,144.15916196926446,3.483835041102693,7.3699951171875,-5.6299896240234375
2022-11-30,141.39999389648438,148.72000122070312,140.5500030517578,148.02999877929688,111380900.0,4.859389884061516,145.60299835205078,145.95859893798828,154.21404998779298,146.8354909156994,3.0527056607556475,8.169998168945312,-6.6300048828125
2022-12-15,141.11000061035156,141.8000030517578,136.02999877929688,136.5,98931900.0,-4.685431463789913,145.69400024414062,145.08239959716798,152.97754997253418,144.31380678906592,2.086593976317017,5.7700042724609375,4.6100006103515625
2023-01-03,130.27999877929688,130.89999389648438,124.16999816894533,125.06999969482422,112117500.0,-3.7404704494091168,136.21800003051757,142.70959930419923,151.43324996948243,134.80634574007362,1.9779113364750227,6.729995727539048,5.209999084472656
2023-01-06,126.01000213623048,130.2899932861328,124.88999938964844,129.6199951171875,87754700.0,3.6794101724815675,133.74399909973144,141.34839920043945,150.8473498916626,132.81065099733993,2.1907248312078353,5.399993896484375,-3.609992980957017
2023-02-02,148.89999389648438,151.17999267578125,148.1699981689453,150.82000732421875,118339000.0,3.706260688917107,138.0199993133545,138.76059951782227,147.8662497329712,140.4353338518259,1.4354398365640837,3.0099945068359375,-1.920013427734375
2023-05-05,170.97999572753906,174.3000030517578,170.75999450683594,173.57000732421875,113453200.0,4.692692172716728,166.02949981689454,159.74079986572266,151.37219951629638,166.22741369743343,1.6089024908202532,3.540008544921875,-2.5900115966796875
